"term","frequency","type_"
"agricultura",151,"ARTICLE"
"agricultura",204,"ABSTRACT"
"agricultura",568,"BOOK_CHAPTER"
"agricultural",8,"ABSTRACT"
"agricultural",16,"BOOK_CHAPTER"
"agricultural",92,"ARTICLE"
"agriculturas",2,"ABSTRACT"
"agriculture",2,"ABSTRACT"
"agriculture",2,"SPEAKER"
"agriculture",24,"BOOK_CHAPTER"
"agriculture",34,"ARTICLE"
"agricultures",2,"ARTICLE"
"agriculura",8,"BOOK_CHAPTER"
"agrienvironmental",2,"ABSTRACT"
"agries",2,"ABSTRACT"
"agrimensor",3,"ABSTRACT"
"agrimensura",3,"SPEAKER"
"agrimensura",11,"ABSTRACT"
"agrinordeste",8,"SPEAKER"
"agrios",1,"ABSTRACT"
"agripino",4,"ARTICLE"
"Agripino Souza Coelho Neto",1,"NAME"
"agro",8,"ABSTRACT"
"agro",12,"SPEAKER"
"agro",32,"BOOK_CHAPTER"
"agro",37,"ARTICLE"
"agroalimentaire",2,"SPEAKER"
"agroalimentar",2,"ABSTRACT"
"agroalimentares",8,"ABSTRACT"
"agroalimentares",24,"BOOK_CHAPTER"
"agroalimentario",2,"ABSTRACT"
"agroalimentarios",2,"ABSTRACT"
"agroambiental",2,"SPEAKER"
"agroambiental",3,"ABSTRACT"
"agroambientales",4,"ARTICLE"
"agroamigo",4,"ARTICLE"
"agrobacterium",10,"ARTICLE"
"agrobiodiversidade",2,"ABSTRACT"
"agrobiodiversidade",8,"ARTICLE"
"agrobiodiversidade",8,"BOOK"
"agrobiodiversidade",32,"BOOK_CHAPTER"
"agrobiologia",1,"SPEAKER"
"agrocacau",2,"SPEAKER"
"agrocafé",5,"SPEAKER"
"agrocampus",1,"ABSTRACT"
"agrochemical",2,"ARTICLE"
"agroclimatic",3,"ARTICLE"
"agroclimáticas",4,"ARTICLE"
"agroclimático",4,"ARTICLE"
"agroclimatologia",2,"ARTICLE"
"agroclimatologia",4,"ABSTRACT"
"agrocombustíveis",1,"SPEAKER"
"agrodiversidade",8,"BOOK_CHAPTER"
"agroecologa",1,"SPEAKER"
"agroecologia",33,"ARTICLE"
"agroecologia",66,"SPEAKER"
"agroecologia",96,"BOOK"
"agroecologia",142,"ABSTRACT"
"agroecologia",286,"BOOK_CHAPTER"
"agroecológica",9,"ABSTRACT"
"agroecológica",16,"BOOK"
"agroecológica",17,"ARTICLE"
"agroecológica",424,"BOOK_CHAPTER"
"agroecólogica",16,"BOOK_CHAPTER"
"agroecological",18,"ARTICLE"
"agroecologically",5,"ARTICLE"
"agroecologicas",8,"BOOK"
"agroecológicas",2,"ABSTRACT"
"agroecológicas",2,"SPEAKER"
"agroecológicas",15,"ARTICLE"
"agroecológicas",37,"BOOK_CHAPTER"
"agroecológicas",56,"BOOK"
"agroecológico",2,"ABSTRACT"
"agroecológico",2,"SPEAKER"
"agroecológico",16,"BOOK_CHAPTER"
"agroecológico",20,"ARTICLE"
"agroecológicos",2,"ABSTRACT"
"agroecológicos",8,"ARTICLE"
"agroecológicos",63,"BOOK_CHAPTER"
"agroécologie",8,"BOOK_CHAPTER"
"agroecólogo",2,"SPEAKER"
"agroecology",5,"ARTICLE"
"agroecology",8,"BOOK_CHAPTER"
"agroeconã",2,"ARTICLE"
"agroecossistema",2,"ABSTRACT"
"agroecossistema",11,"ARTICLE"
"agroecossistema",16,"BOOK"
"agroecossistema",16,"BOOK_CHAPTER"
"agroecossistemas",6,"ABSTRACT"
"agroecossistemas",11,"ARTICLE"
"agroecossistemas",24,"BOOK_CHAPTER"
"agroecosystem",4,"ARTICLE"
"agroecosystems",7,"ARTICLE"
"agroecus",2,"ARTICLE"
"agroexportadores",7,"BOOK_CHAPTER"
"agroextrativismo",2,"ABSTRACT"
"agroextrativista",4,"ARTICLE"
"agroextrativista",16,"BOOK_CHAPTER"
"agroextrativistas",2,"ARTICLE"
"agroextrativistas",8,"BOOK"
"agroflorerstais",2,"ARTICLE"
"agrofloresta",2,"ARTICLE"
"agrofloresta",3,"ABSTRACT"
"agrofloresta",8,"BOOK_CHAPTER"
"agroflorestais",9,"SPEAKER"
"agroflorestais",16,"BOOK_CHAPTER"
"agroflorestais",21,"ARTICLE"
"agroflorestais",28,"ABSTRACT"
"agroflorestal",1,"ABSTRACT"
"agroflorestal",8,"BOOK"
"agroflorestal",15,"ARTICLE"
"agroflorestal",16,"BOOK_CHAPTER"
"agroflorestas",8,"ARTICLE"
"agroforestry",6,"SPEAKER"
"agroforestry",8,"BOOK_CHAPTER"
"agroforestry",84,"ARTICLE"
"agroforests",33,"ARTICLE"
"agroindustrais",2,"ABSTRACT"
"agroindustrais",2,"ARTICLE"
"agroindustria",1,"SPEAKER"
"agroindustria",4,"ABSTRACT"
"agroindustria",4,"ARTICLE"
"agroindústria",8,"BOOK"
"agroindústria",11,"ARTICLE"
"agroindústria",11,"SPEAKER"
"agroindústria",25,"ABSTRACT"
"agroindústria",40,"BOOK_CHAPTER"
"agroindustriais",1,"SPEAKER"
"agroindustriais",14,"ABSTRACT"
"agroindustriais",39,"ARTICLE"
"agroindustriais",48,"BOOK_CHAPTER"
"agroindustrial",1,"SPEAKER"
"agroindustrial",8,"ABSTRACT"
"agroindustrial",30,"ARTICLE"
"agroindustrial",32,"BOOK_CHAPTER"
"agroindustrialização",3,"ARTICLE"
"agroindústrias",2,"ABSTRACT"
"agroindústrias",8,"BOOK_CHAPTER"
"agroindústrias",15,"ARTICLE"
"agroinformática",1,"SPEAKER"
"agromensura",1,"ABSTRACT"
"agrometeorologia",14,"SPEAKER"
"agrometeorologia",16,"ABSTRACT"
"agrometeorological",1,"ARTICLE"
"agrominerais",4,"ABSTRACT"
"agromizydae",2,"ARTICLE"
"agromyzidae",14,"ARTICLE"
"agronegocio",1,"SPEAKER"
"agronegocio",2,"ABSTRACT"
"agronegocio",4,"ARTICLE"
"agronegócio",21,"ABSTRACT"
"agronegócio",28,"SPEAKER"
"agronegócio",32,"BOOK"
"agronegócio",35,"ARTICLE"
"agronegócio",72,"BOOK_CHAPTER"
"agronegócios",2,"ABSTRACT"
"agronegócios",2,"ARTICLE"
"agronoma",2,"ABSTRACT"
"agrônoma",6,"ABSTRACT"
"agronomia",1,"ARTICLE"
"agronomia",8,"BOOK"
"agronomia",24,"BOOK_CHAPTER"
"agronomia",54,"SPEAKER"
"agronomia",574,"ABSTRACT"
"agronomía",2,"ABSTRACT"
"agronômia",2,"ABSTRACT"
"agronomic",35,"ARTICLE"
"agronomica",2,"SPEAKER"
"agronomica",7,"ABSTRACT"
"agronômica",15,"ARTICLE"
"agronômica",16,"BOOK_CHAPTER"
"agronômica",29,"SPEAKER"
"agronômica",204,"ABSTRACT"
"agronomical",2,"ARTICLE"
"agronómicas",2,"ARTICLE"
"agronômicas",2,"SPEAKER"
"agronômicas",10,"ABSTRACT"
"agronômicas",46,"ARTICLE"
"agronómico",1,"ABSTRACT"
"agronômico",1,"ABSTRACT"
"agronômico",1,"SPEAKER"
"agronômico",29,"ARTICLE"
"agronômicos",8,"ARTICLE"
"agronomique",2,"ABSTRACT"
"agronômo",8,"BOOK"
"agrônomo",8,"BOOK_CHAPTER"
"agrônomo",24,"ABSTRACT"
"agrônomos",2,"ABSTRACT"
"agrônomos",4,"SPEAKER"
"agronomy",1,"ABSTRACT"
"agrop",2,"ABSTRACT"
"agropalmeira",1,"SPEAKER"
"agroparistech",3,"ABSTRACT"
"agropastoral",2,"ARTICLE"
"agropastoril",2,"SPEAKER"
"agropastoril",16,"BOOK_CHAPTER"
"agropec",1,"SPEAKER"
"agropecuárea",4,"SPEAKER"
"agropecuaria",2,"ABSTRACT"
"agropecuaria",2,"ARTICLE"
"agropecuária",8,"BOOK"
"agropecuária",25,"SPEAKER"
"agropecuária",26,"ARTICLE"
"agropecuária",47,"ABSTRACT"
"agropecuária",48,"BOOK_CHAPTER"
"agropecuárias",4,"ARTICLE"
"agropecuárias",8,"BOOK_CHAPTER"
"agropecuário",1,"SPEAKER"
"agropecuário",6,"ARTICLE"
"agropecuário",8,"BOOK"
"agropecuário",8,"BOOK_CHAPTER"
"agropecuário",11,"ABSTRACT"
"agropecuários",2,"ARTICLE"
"agropecuários",2,"SPEAKER"
"agropecuários",3,"ABSTRACT"
"agropecuários",16,"BOOK_CHAPTER"
"agropolis",1,"ABSTRACT"
"agropólo",8,"BOOK_CHAPTER"
"agroquartas",2,"SPEAKER"
"agroquímica",1,"SPEAKER"
"agroquímica",10,"ABSTRACT"
"agroquímicos",2,"ABSTRACT"
"agroquímicos",2,"ARTICLE"
"agroresidues",2,"ARTICLE"
"agrosistema",4,"ARTICLE"
"agrosistemas",2,"SPEAKER"
"agrossilvipastoris",2,"ABSTRACT"
"agrossistema",8,"ARTICLE"
"agrossistema",8,"BOOK_CHAPTER"
"agrossistemas",2,"ARTICLE"
"agrosystems",8,"ARTICLE"
"agrotec",2,"ABSTRACT"
"agrotécnica",2,"ARTICLE"
"agrotécnica",4,"ABSTRACT"
"agrotécnicas",4,"ARTICLE"
"agrotecnologia",2,"ABSTRACT"
"agrotóxico",2,"ABSTRACT"
"agrotóxico",4,"ARTICLE"
"agrotóxico",8,"BOOK_CHAPTER"
"agrotóxicos",2,"ABSTRACT"
"agrotóxicos",8,"BOOK"
"agrotóxicos",9,"SPEAKER"
"agrotóxicos",29,"ARTICLE"
"agrotóxicos",47,"BOOK_CHAPTER"
"agrotrópica",2,"ABSTRACT"
"agrotrópica",4,"ARTICLE"
"agroturismo",2,"ARTICLE"
"agrovale",2,"ARTICLE"
"agroweb",4,"SPEAKER"
"agrpindústria",2,"SPEAKER"
"agrupamento",2,"ABSTRACT"
"agrupamento",7,"ARTICLE"
"agrupamentos",3,"ARTICLE"
"agrupamentos",8,"BOOK_CHAPTER"
"agruras",2,"ARTICLE"
"ags",2,"ABSTRACT"
"agt",2,"ARTICLE"
"ãgtux",16,"BOOK"
"agu",2,"ABSTRACT"
"agu",4,"SPEAKER"
"agua",4,"ARTICLE"
"agua",5,"ABSTRACT"
"agua",8,"BOOK"
"agua",8,"BOOK_CHAPTER"
"aguá",2,"ABSTRACT"
"água",1,"PATENT"
"água",59,"SPEAKER"
"água",71,"BOOK"
"água",161,"ABSTRACT"
"água",579,"ARTICLE"
"água",951,"BOOK_CHAPTER"
"àgua",1,"SPEAKER"
"àgua",2,"ARTICLE"
"aguaero",2,"ABSTRACT"
"agualusa",2,"ARTICLE"
"agualusa",8,"BOOK"
"aguarda",1,"ARTICLE"
"aguardando",2,"ARTICLE"
"aguardente",7,"ARTICLE"
"aguardente",8,"BOOK_CHAPTER"
"aguardentes",4,"ARTICLE"
"aguas",3,"ARTICLE"
"aguas",16,"BOOK_CHAPTER"
"águas",1,"PATENT"
"águas",27,"SPEAKER"
"águas",47,"ABSTRACT"
"águas",63,"BOOK"
"águas",116,"ARTICLE"
"águas",182,"BOOK_CHAPTER"
"àguas",1,"SPEAKER"
"àguas",8,"BOOK"
"aguda",2,"SPEAKER"
"aguda",11,"ABSTRACT"
"aguda",23,"ARTICLE"
"aguda",56,"BOOK_CHAPTER"
"agudas",3,"ARTICLE"
"agudas",6,"SPEAKER"
"agudas",31,"BOOK_CHAPTER"
"agudensis",1,"ARTICLE"
"agudo",16,"BOOK_CHAPTER"
"agudo",33,"ARTICLE"
"agudos",2,"ABSTRACT"
"agudos",4,"ARTICLE"
"agudos",8,"BOOK"
"aguenta",2,"ARTICLE"
"águia",2,"ARTICLE"
"aguiar",6,"ABSTRACT"
"águila",2,"ARTICLE"
"agulha",1,"ABSTRACT"
"agulha",2,"ARTICLE"
"agulhamento",2,"ABSTRACT"
"agulhão",4,"ARTICLE"
"agulhas",2,"ABSTRACT"
"agulhas",4,"ARTICLE"
"agustin",2,"ABSTRACT"
"agustina",1,"SPEAKER"
"agustina",2,"ARTICLE"
"aguy",8,"BOOK"
"aha",2,"ABSTRACT"
"aha",2,"SPEAKER"
"ahaetulla",2,"ARTICLE"
"ahdig",2,"ABSTRACT"
"ahe",2,"SPEAKER"
"ahearn",1,"ABSTRACT"
"ahex",1,"SPEAKER"
"ahid",2,"ARTICLE"
"ahila",3,"SPEAKER"
"ahistória",8,"BOOK_CHAPTER"
"ahony",2,"ARTICLE"
"ahora",2,"ARTICLE"
"ahp",6,"ARTICLE"
"ahpc1",4,"ARTICLE"
"ahu",8,"BOOK_CHAPTER"
"aia",4,"ARTICLE"
"aiapin",2,"ARTICLE"
"aib",2,"ARTICLE"
"aibambe",1,"SPEAKER"
"aibp",1,"ABSTRACT"
"aibr",1,"SPEAKER"
"aic",1,"ABSTRACT"
"aica",4,"ABSTRACT"
"aica",4,"SPEAKER"
"aid",2,"SPEAKER"
"aid",22,"ARTICLE"
"Aida Carvalho Vita",1,"NAME"
"aided",4,"ARTICLE"
"aidil",2,"SPEAKER"
"aídio",2,"ARTICLE"
"aidis",1,"SPEAKER"
"aidoo",2,"ABSTRACT"
"aidpi",1,"ABSTRACT"
"aidpi",3,"SPEAKER"
"aidpi",8,"BOOK_CHAPTER"
"aids",38,"ABSTRACT"
"aids",39,"BOOK"
"aids",70,"SPEAKER"
"aids",108,"BOOK_CHAPTER"
"aids",164,"ARTICLE"
"aiea2",2,"SPEAKER"
"aiesec",2,"ABSTRACT"
"Aigara Miranda Alves",1,"NAME"
"aiku",1,"SPEAKER"
"ail",5,"SPEAKER"
"aila",13,"SPEAKER"
"ailb",1,"ABSTRACT"
"ailleurs",2,"SPEAKER"
"ailp",2,"ABSTRACT"
"ailp",2,"SPEAKER"
"ailpcsh",1,"ABSTRACT"
"ailpcsh",4,"SPEAKER"
"Ailson Pinhao de Oliveira",1,"NAME"
"ailton",2,"ABSTRACT"
"ailton",2,"ARTICLE"
"Ailton Pinheiro Lôbo",1,"NAME"
"aim",1,"SPEAKER"
"aim",8,"BOOK_CHAPTER"
"aim",16,"ARTICLE"
"aim2",3,"ARTICLE"
"aime",21,"BOOK_CHAPTER"
"aimed",4,"ARTICLE"
"aiming",5,"ARTICLE"
"aims",8,"ARTICLE"
"Ainah Hohenfeld Angelini Neta",1,"NAME"
"ainda",10,"SPEAKER"
"ainda",16,"BOOK"
"ainda",35,"ARTICLE"
"ainda",64,"BOOK_CHAPTER"
"ainda",145,"ABSTRACT"
"ainp",2,"SPEAKER"
"ainsi",7,"BOOK_CHAPTER"
"ainstein",1,"ABSTRACT"
"aiquara",2,"ABSTRACT"
"aiquara",4,"ARTICLE"
"air",79,"ARTICLE"
"Airandes de Sousa Pinto",1,"NAME"
"airborne",11,"ARTICLE"
"aircraft",2,"ARTICLE"
"aires",3,"ARTICLE"
"aires",8,"BOOK"
"aires",8,"SPEAKER"
"aires",16,"BOOK_CHAPTER"
"aires",40,"ABSTRACT"
"airi",1,"ARTICLE"
"airlift",2,"ARTICLE"
"airplane",2,"ARTICLE"
"airtable",2,"ABSTRACT"
"Airton Pereira Pinto",1,"NAME"
"airway",10,"ARTICLE"
"airways",6,"ARTICLE"
"ais",8,"BOOK_CHAPTER"
"aisi",8,"ARTICLE"
"Aisiane Cedraz Morais",1,"NAME"
"aislf",1,"SPEAKER"
"Aissa Cavalcante Lisboa",1,"NAME"
"aisthesis",8,"BOOK_CHAPTER"
"aisthêsis",5,"BOOK"
"aisu",2,"SPEAKER"
"ait",5,"ARTICLE"
"aix",2,"SPEAKER"
"aix",10,"ABSTRACT"
"aiyê",3,"ABSTRACT"
"aiyê",4,"ARTICLE"
"aizoaceae",8,"BOOK_CHAPTER"
"aja",1,"SPEAKER"
"aja",2,"ABSTRACT"
"ajabahia",1,"SPEAKER"
"ájax",2,"ARTICLE"
"ajb",2,"SPEAKER"
"ajes",2,"SPEAKER"
"ajeum",2,"ABSTRACT"
"aju",2,"ABSTRACT"
"ajuda",7,"SPEAKER"
"ajuda",8,"ABSTRACT"
"ajuda",32,"BOOK_CHAPTER"
"ajuda",41,"ARTICLE"
"ajudam",3,"ABSTRACT"
"ajudam",16,"BOOK_CHAPTER"
"ajudamos",1,"ARTICLE"
"ajudando",4,"ABSTRACT"
"ajudando",8,"BOOK"
"ajudar",2,"ABSTRACT"
"ajudar",4,"ARTICLE"
"ajudar",12,"BOOK_CHAPTER"
"ajudaram",8,"BOOK_CHAPTER"
"ajudei",8,"BOOK"
"ajudo",4,"ABSTRACT"
"ajudou",8,"BOOK_CHAPTER"
"ajunta",2,"ABSTRACT"
"ajunto",9,"ABSTRACT"
"ajustado",2,"ARTICLE"
"ajustados",2,"ARTICLE"
"ajustamento",1,"ARTICLE"
"ajustamento",2,"ABSTRACT"
"ajustamento",8,"BOOK_CHAPTER"
"ajustando",1,"ABSTRACT"
"ajuste",8,"BOOK_CHAPTER"
"ajuste",16,"ARTICLE"
"akel",2,"ARTICLE"
"akira",7,"BOOK"
"akira",24,"BOOK_CHAPTER"
"akodon",2,"ARTICLE"
"aktouf",8,"BOOK_CHAPTER"
"al2o3",4,"ARTICLE"
"al3",4,"ARTICLE"
"ala",2,"ARTICLE"
"ala",4,"ABSTRACT"
"ala",8,"BOOK_CHAPTER"
"alaada",2,"SPEAKER"
"alab",1,"SPEAKER"
"alab",9,"ABSTRACT"
"alabama",1,"ARTICLE"
"alabama",2,"ABSTRACT"
"alabê",1,"SPEAKER"
"aladaa",8,"SPEAKER"
"aladaab",5,"SPEAKER"
"alafabetizaçao",8,"BOOK"
"aláfia",2,"SPEAKER"
"aláfia",3,"ABSTRACT"
"alafs",2,"ABSTRACT"
"alagadiças",8,"BOOK_CHAPTER"
"alagadiço",8,"BOOK_CHAPTER"
"alagados",1,"ARTICLE"
"alagamento",8,"BOOK"
"alagamento",24,"ARTICLE"
"alagamentos",8,"ARTICLE"
"alagamentos",16,"BOOK_CHAPTER"
"alagáveis",2,"ABSTRACT"
"alagável",1,"ABSTRACT"
"alagoana",6,"SPEAKER"
"alagoanas",1,"SPEAKER"
"alagoano",4,"ARTICLE"
"alagoano",10,"SPEAKER"
"alagoano",16,"BOOK_CHAPTER"
"alagoas",24,"BOOK"
"alagoas",25,"ARTICLE"
"alagoas",48,"BOOK_CHAPTER"
"alagoas",67,"SPEAKER"
"alagoas",97,"ABSTRACT"
"alagoensis",2,"ARTICLE"
"alagoinhas",16,"BOOK"
"alagoinhas",56,"ARTICLE"
"alagoinhas",56,"SPEAKER"
"alagoinhas",165,"ABSTRACT"
"alagoinhas",200,"BOOK_CHAPTER"
"alagoinhense",2,"ABSTRACT"
"alagoinhense",2,"ARTICLE"
"alagoinhense",8,"BOOK_CHAPTER"
"alagoinhenses",5,"SPEAKER"
"alagonihas",1,"SPEAKER"
"alagoonhas",1,"SPEAKER"
"alaic",6,"SPEAKER"
"alain",2,"ARTICLE"
"Alaíze dos Santos Conceição",1,"NAME"
"alalite",2,"ABSTRACT"
"alambique",13,"ARTICLE"
"alambique",16,"BOOK"
"alambique",24,"BOOK_CHAPTER"
"alameda",1,"ABSTRACT"
"Álamo Pimentel",1,"NAME"
"alan",1,"SPEAKER"
"Alana de Oliveira Freitas El Fahl",1,"NAME"
"Alana Libania de Souza Santos",1,"NAME"
"Alana Mirelle Coelho Leite",1,"NAME"
"Alan Brasileiro de Souza",1,"NAME"
"Alan Da Silva Sampaio",1,"NAME"
"Alan De Aquino Rocha",1,"NAME"
"Alan Garcia Cardoso da Silva",1,"NAME"
"alanina",2,"ARTICLE"
"alanine",5,"ARTICLE"
"Alanjone Azevêdo Nascimento",1,"NAME"
"Alan Rodrigues Azevedo",1,"NAME"
"Alan Rodrigues Sampaio",1,"NAME"
"alaor",1,"SPEAKER"
"Alaor Maciel Junior",1,"NAME"
"alapalá",8,"BOOK"
"alaranjado",7,"BOOK_CHAPTER"
"Alarcon Matos De Oliveira",1,"NAME"
"alargado",2,"ABSTRACT"
"alargamento",2,"ARTICLE"
"alargando",8,"BOOK_CHAPTER"
"alargar",1,"ARTICLE"
"alari",2,"SPEAKER"
"alarico",2,"ABSTRACT"
"alarm",4,"ARTICLE"
"alas",2,"ABSTRACT"
"alas",2,"ARTICLE"
"alas",15,"BOOK_CHAPTER"
"alas",69,"SPEAKER"
"alasru",2,"SPEAKER"
"alass",6,"SPEAKER"
"alast",4,"SPEAKER"
"alat",2,"ABSTRACT"
"alat",2,"ARTICLE"
"alat",4,"SPEAKER"
"alata",19,"ARTICLE"
"alatabaccum",1,"ARTICLE"
"alavanca",8,"BOOK"
"alavanca",8,"BOOK_CHAPTER"
"alavancando",2,"ABSTRACT"
"alavancou",2,"ABSTRACT"
"alayde",2,"ABSTRACT"
"Alayde Ferreira Dos Santos",1,"NAME"
"alb",2,"ABSTRACT"
"alba",4,"ABSTRACT"
"alba",8,"BOOK_CHAPTER"
"alba",33,"ARTICLE"
"Alba Benemérita Alves Vilela",1,"NAME"
"Alba Lúcia Gonçalves",1,"NAME"
"Alba Lúcia Santos Pinheiro",1,"NAME"
"albañilería",8,"BOOK_CHAPTER"
"Alba Riva Brito De Almeida",1,"NAME"
"albatrozes",8,"BOOK_CHAPTER"
"albedo",8,"ARTICLE"
"albendazole",2,"ARTICLE"
"albers",1,"ARTICLE"
"albert",1,"ARTICLE"
"albert",13,"ABSTRACT"
"alberti",1,"ARTICLE"
"albertina",8,"BOOK_CHAPTER"
"alberto",11,"ABSTRACT"
"alberto",12,"ARTICLE"
"alberto",16,"BOOK"
"alberto",32,"BOOK_CHAPTER"
"Alberto Barretto Kruschewsky",1,"NAME"
"Alberto do Nascimento Silva",1,"NAME"
"Alberto Lima Ferreira",1,"NAME"
"albi",4,"ABSTRACT"
"albian",4,"ARTICLE"
"albiano",6,"ARTICLE"
"albicans",19,"ARTICLE"
"albiceps",2,"ARTICLE"
"albidus",4,"ARTICLE"
"albifrons",3,"ARTICLE"
"albinism",2,"ARTICLE"
"albinismo",2,"ABSTRACT"
"albinismo",5,"SPEAKER"
"albinismo",32,"BOOK_CHAPTER"
"albinos",6,"ARTICLE"
"albinus",2,"ARTICLE"
"albiventris",2,"ARTICLE"
"albizia",9,"ARTICLE"
"albogrisea",2,"ARTICLE"
"albopunctata",2,"ARTICLE"
"albopunctatus",4,"ARTICLE"
"albrecht",2,"ABSTRACT"
"albugo",2,"ARTICLE"
"álbum",2,"ARTICLE"
"albumin",12,"ARTICLE"
"albumina",10,"ARTICLE"
"albumins",2,"ARTICLE"
"álbuns",4,"ABSTRACT"
"álbuns",4,"ARTICLE"
"albuquerque",3,"ARTICLE"
"albuquerque",16,"BOOK_CHAPTER"
"alburnus",1,"ARTICLE"
"alburnus",8,"BOOK_CHAPTER"
"alc",2,"SPEAKER"
"alca",2,"ARTICLE"
"alça",2,"ARTICLE"
"alcachofra",8,"BOOK"
"alcaholes",1,"SPEAKER"
"alcalá",18,"ABSTRACT"
"álcali",1,"ARTICLE"
"alcalina",8,"ARTICLE"
"alcalinas",2,"ABSTRACT"
"alcalinas",4,"ARTICLE"
"alcalinização",1,"ARTICLE"
"alcalinizado",2,"ARTICLE"
"alcalino",18,"ARTICLE"
"alcalinos",6,"ARTICLE"
"alcaloides",8,"BOOK_CHAPTER"
"alcalóides",2,"ARTICLE"
"alcaloídico",1,"PATENT"
"alcançados",8,"BOOK_CHAPTER"
"alcançam",1,"ABSTRACT"
"alcançar",1,"SPEAKER"
"alcance",1,"SPEAKER"
"alcance",5,"ABSTRACT"
"alcance",8,"BOOK"
"alcance",10,"ARTICLE"
"alcance",40,"BOOK_CHAPTER"
"alcancei",2,"ABSTRACT"
"alcances",2,"ABSTRACT"
"alcances",4,"ARTICLE"
"alcances",8,"BOOK_CHAPTER"
"alcances",16,"BOOK"
"alcançou",1,"ABSTRACT"
"alcântara",2,"ABSTRACT"
"alcântara",8,"BOOK_CHAPTER"
"alcantarea",8,"BOOK_CHAPTER"
"alcar",1,"ABSTRACT"
"alcar",1,"SPEAKER"
"alcarria",2,"ARTICLE"
"Alcebiades Rebouças São José",1,"NAME"
"alceu",1,"ABSTRACT"
"alceu",4,"ARTICLE"
"alchornea",2,"ARTICLE"
"alcídia",1,"ABSTRACT"
"Alcione Torres Ribeiro",1,"NAME"
"Alcir Rocha dos Santos",1,"NAME"
"alcoa",2,"ABSTRACT"
"alcoba",8,"ARTICLE"
"alcobaça",1,"SPEAKER"
"alcobaça",2,"ABSTRACT"
"alcobaça",5,"ARTICLE"
"alcobaça",8,"BOOK_CHAPTER"
"alcobiana",4,"ARTICLE"
"alcoforado",2,"ABSTRACT"
"alcoforado",8,"ARTICLE"
"alcohol",99,"ARTICLE"
"alcoholic",30,"ARTICLE"
"alcohólica",1,"ARTICLE"
"alcohólicos",1,"ARTICLE"
"alcoholics",4,"ARTICLE"
"alcohols",1,"ARTICLE"
"alcolu",2,"ARTICLE"
"alcool",8,"BOOK_CHAPTER"
"alcóol",2,"ARTICLE"
"álcool",28,"SPEAKER"
"álcool",32,"BOOK"
"álcool",37,"ABSTRACT"
"álcool",99,"ARTICLE"
"álcool",104,"BOOK_CHAPTER"
"àlcool",2,"SPEAKER"
"alcooleiro",2,"ARTICLE"
"alcoolica",2,"ARTICLE"
"alcoólica",37,"ARTICLE"
"alcóolica",1,"SPEAKER"
"alcoólicas",2,"ABSTRACT"
"alcoólicas",2,"SPEAKER"
"alcoólicas",16,"BOOK"
"alcoólicas",32,"BOOK_CHAPTER"
"alcoólicas",38,"ARTICLE"
"alcóolicas",2,"SPEAKER"
"alcoolico",2,"ARTICLE"
"alcoólico",4,"ARTICLE"
"alcoólico",16,"BOOK"
"alcóolico",1,"PATENT"
"alcoólicos",2,"ARTICLE"
"alcoólicos",16,"BOOK_CHAPTER"
"alcoolismo",2,"SPEAKER"
"alcoolismo",4,"ABSTRACT"
"alcoolismo",12,"ARTICLE"
"alcoolismo",32,"BOOK_CHAPTER"
"alcoolista",4,"ARTICLE"
"alcoolistas",8,"BOOK_CHAPTER"
"alcoolistas",34,"ARTICLE"
"alcoolização",8,"BOOK_CHAPTER"
"alcott",2,"ARTICLE"
"alcune",2,"ARTICLE"
"Alcylene Carla De Jesus Dos Santos",1,"NAME"
"alcyr",2,"ARTICLE"
"alda",16,"BOOK_CHAPTER"
"Alda Fatima De Souza",1,"NAME"
"Aldalice Braitt Lima Alves",1,"NAME"
"Alday De Oliveira Souza",1,"NAME"
"aldea",2,"ARTICLE"
"aldeamento",2,"ABSTRACT"
"aldeamento",8,"BOOK"
"aldeamentos",2,"ARTICLE"
"aldeamentos",16,"BOOK_CHAPTER"
"aldeamientos",2,"ARTICLE"
"aldeamientos",8,"BOOK_CHAPTER"
"aldeas",8,"BOOK_CHAPTER"
"aldehydes",6,"ARTICLE"
"aldeia",9,"SPEAKER"
"aldeia",11,"ABSTRACT"
"aldeia",21,"ARTICLE"
"aldeia",24,"BOOK"
"aldeia",64,"BOOK_CHAPTER"
"aldeias",1,"SPEAKER"
"aldeias",4,"ABSTRACT"
"aldeias",8,"ARTICLE"
"aldeias",16,"BOOK_CHAPTER"
"aldeídos",2,"ARTICLE"
"Aldemiro Jose Rocha Palma",1,"NAME"
"Aldenise Alves Moreira",1,"NAME"
"Aldimar Suene Fernandes de Magalhaes",1,"NAME"
"aldir",1,"SPEAKER"
"aldir",2,"ABSTRACT"
"aldo",3,"ABSTRACT"
"Aldo Alfonso Raul Valcarce Bravo",1,"NAME"
"Aldo José Morais Silva",1,"NAME"
"aldose",2,"ABSTRACT"
"aldose",2,"ARTICLE"
"aldosterona",2,"ARTICLE"
"aldosterone",2,"ARTICLE"
"aldravias",8,"BOOK"
"aldrete",3,"ARTICLE"
"Aldrin Armstrong Silva Castellucci",1,"NAME"
"aldrincastellucci",2,"ABSTRACT"
"ale",2,"ABSTRACT"
"ale",2,"ARTICLE"
"ale",8,"BOOK"
"alea",1,"SPEAKER"
"aleatória",2,"ABSTRACT"
"aleatória",8,"ARTICLE"
"aleatório",2,"ABSTRACT"
